uniqueID,drugName,condition,review,rating,date,usefulCount,condition_primary,condition_subtype,condition_clean,rating_3_class,log_usefulCount,review_length,est_token_count,char_length,avg_word_length,year,month
189630,Oxycodone,Pain,good,10,27-Mar-09,6,Pain,,Pain,3,1.9459101490553132,1,1,4,4.0,2009,3
172209,Doxazosin,Not Listed / Othe,"Took 1 8mg Cardura daily. Experienced dizziness and nausea for the first 3 days but later adjusted to the medication and maintained pressure around 120/80. On doctor's advise, Cardura discontinued and replaced with alternative medication due to excessively fast pulse/heart rate up to 100/s after 6 months on Cardura",2,26-Mar-08,31,Not Listed / Othe,,Not Listed / Othe,1,3.4657359027997265,49,63,316,6.45,2008,3
190655,Oxybutynin,Overactive Bladde,Work good,8,15-Nov-14,10,Overactive Bladde,,Overactive Bladde,3,2.3978952727983707,2,2,9,4.5,2014,11
170308,Quetiapine,Insomnia,Weight gain,9,12-Jul-16,7,Insomnia,,Insomnia,3,2.0794415416798357,2,2,11,5.5,2016,7
54831,Bupropion / naltrexone,Obesity,Good,7,13-Feb-17,6,Obesity,,Obesity,3,1.9459101490553132,1,1,4,4.0,2017,2
149903,Soma,Muscle Spasm,Good,10,13-Mar-15,45,Muscle Spasm,,Muscle Spasm,3,3.828641396489095,1,1,4,4.0,2015,3
152600,Lortab,Cough,Works great.,10,30-Sep-11,28,Cough,,Cough,3,3.367295829986474,2,2,12,6.0,2011,9
166306,Levonorgestrel,Emergency Contraception,It works,10,27-Nov-16,0,Emergency Contraception,,Emergency Contraception,3,0.0,2,2,8,4.0,2016,11
158782,Methylphenidate,Not Listed / Othe,"I am very happy with Concerta. I am 17 years old and started taking this about 3 months ago. Before I took this, I had a lot of trouble in school with paying attention and focusing, and after I took it, I noticed an immediate difference and it was so much easier to focus and pay attention. Another really positive feedback from Concerta is that it helps me engage in conversation more because I am more focused and I don't interrupt people like I used to. Also, it helps me think things through more.",10,30-Jun-08,2,Not Listed / Othe,,Not Listed / Othe,3,1.0986122886681098,94,122,501,5.33,2008,6
86711,Condylox,Condylomata Acuminata,Very good,9,29-Mar-08,25,Condylomata Acuminata,,Condylomata Acuminata,3,3.258096538021482,2,2,9,4.5,2008,3
122200,Venlafaxine,Bipolar Disorde,This medicine saved my life.,9,7-May-09,27,Bipolar Disorde,,Bipolar Disorde,3,3.332204510175204,5,6,28,5.6,2009,5
147499,Alprazolam,Anxiety,Great.,10,14-Dec-09,8,Anxiety,,Anxiety,3,2.1972245773362196,1,1,6,6.0,2009,12
214958,Fluoxetine / olanzapine,Not Listed / Othe,This drug saved my life.,9,30-Sep-08,2,Not Listed / Othe,,Not Listed / Othe,3,1.0986122886681098,5,6,24,4.8,2008,9
159892,Bactrim,Urinary Tract Infection,Works great.,10,23-Jan-12,23,Urinary Tract Infection,,Urinary Tract Infection,3,3.1780538303479458,2,2,12,6.0,2012,1
96602,Sertraline,Bipolar Disorde,Very good.,10,5-Oct-08,9,Bipolar Disorde,,Bipolar Disorde,3,2.302585092994046,2,2,10,5.0,2008,10
101204,Ketoconazole,Dermatophytosis,Excellent,10,5-Nov-11,6,Dermatophytosis,,Dermatophytosis,3,1.9459101490553132,1,1,9,9.0,2011,11
7851,Xanax,Anxiety,Good.,10,6-Dec-12,23,Anxiety,,Anxiety,3,3.1780538303479458,1,1,5,5.0,2012,12
17180,Flexeril,Migraine,Did not work well for me.,2,10-Feb-10,13,Migraine,,Migraine,1,2.6390573296152584,6,7,25,4.17,2010,2
189267,Oxycodone,Chronic Pain,Great,10,31-Aug-13,44,Chronic Pain,,Chronic Pain,3,3.8066624897703196,1,1,5,5.0,2013,8
21523,"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,No side effects.,9,24-Jul-09,0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,,Vitamin/Mineral Supplementation during Pregnancy/Lactation,3,0.0,3,3,16,5.33,2009,7
223323,Cetirizine,Allergic Rhinitis,Very effective.,10,8-Aug-10,5,Allergic Rhinitis,,Allergic Rhinitis,3,1.791759469228055,2,2,15,7.5,2010,8
80414,Aleve,Back Pain,Good.,4,9-Feb-10,18,Back Pain,,Back Pain,1,2.9444389791664403,1,1,5,5.0,2010,2
67784,Plan B,Emergency Contraception,It works,10,27-Nov-16,0,Emergency Contraception,,Emergency Contraception,3,0.0,2,2,8,4.0,2016,11
88491,Adderall,ADHD,Great,10,20-Oct-09,3,ADHD,,ADHD,3,1.3862943611198906,1,1,5,5.0,2009,10
6610,Primidone,Seizures,Great!,10,26-Aug-09,21,Seizures,,Seizures,3,3.091042453358316,1,1,6,6.0,2009,8
218471,Amoxicillin / clavulanate,Sinusitis,Works great,10,22-Jun-08,54,Sinusitis,,Sinusitis,3,4.007333185232471,2,2,11,5.5,2008,6
112373,Desmopressin,Diabetes Insipidus,Works great but you need to take it on time.,9,9-Jul-14,2,Diabetes Insipidus,,Diabetes Insipidus,3,1.0986122886681098,10,13,44,4.4,2014,7
103524,Synthroid,"Hypothyroidism, After Thyroid Removal",This medicine saved my life.,10,18-Nov-08,63,Hypothyroidism,After Thyroid Removal,After Thyroid Removal Hypothyroidism,3,4.1588830833596715,5,6,28,5.6,2008,11
3717,Fioricet,Headache,Good,10,21-Jan-16,14,Headache,,Headache,3,2.70805020110221,1,1,4,4.0,2016,1
156055,Cialis,Erectile Dysfunction,Wonderful,10,2-Feb-14,15,Erectile Dysfunction,,Erectile Dysfunction,3,2.772588722239781,1,1,9,9.0,2014,2
43764,Acetaminophen / codeine,Pain,Very good,10,29-Jun-10,18,Pain,,Pain,3,2.9444389791664403,2,2,9,4.5,2010,6
1866,Colchicine,"Gout, Acute",good,10,5-Jan-16,1,Gout,Acute,Acute Gout,3,0.6931471805599453,1,1,4,4.0,2016,1
210981,Carisoprodol,Muscle Spasm,Good,10,13-Mar-15,45,Muscle Spasm,,Muscle Spasm,3,3.828641396489095,1,1,4,4.0,2015,3
126552,Acetaminophen,Pain,Good,10,3-May-15,3,Pain,,Pain,3,1.3862943611198906,1,1,4,4.0,2015,5
14146,Triamcinolone,Lichen Planus,Horrible side effects.,6,15-Apr-14,6,Lichen Planus,,Lichen Planus,2,1.9459101490553132,3,3,22,7.33,2014,4
193388,Cyclobenzaprine,Migraine,Did not work well for me.,3,6-Mar-10,13,Migraine,,Migraine,1,2.6390573296152584,6,7,25,4.17,2010,3
67082,Hydrocortisone,Eczema,Works well for me.,10,13-Jun-13,10,Eczema,,Eczema,3,2.3978952727983707,4,5,18,4.5,2013,6
53376,Vicodin ES,Cough,Works great.,10,6-Nov-13,27,Cough,,Cough,3,3.332204510175204,2,2,12,6.0,2013,11
218453,Amoxicillin / clavulanate,Strep Throat,Very good,10,3-Mar-11,17,Strep Throat,,Strep Throat,3,2.8903717578961645,2,2,9,4.5,2011,3
115648,Cefprozil,Tonsillitis/Pharyngitis,Great,9,11-Aug-12,4,Tonsillitis/Pharyngitis,,Tonsillitis/Pharyngitis,3,1.6094379124341003,1,1,5,5.0,2012,8
197485,Paroxetine,Generalized Anxiety Disorde,I love it.,10,26-Sep-09,28,Generalized Anxiety Disorde,,Generalized Anxiety Disorde,3,3.367295829986474,3,3,10,3.33,2009,9
69671,Buprenorphine,Opiate Dependence,Saved my life.,10,24-Oct-08,53,Opiate Dependence,,Opiate Dependence,3,3.9889840465642745,3,3,14,4.67,2008,10
172424,Clonazepam,Bipolar Disorde,Horrible side effects.,1,19-Aug-16,11,Bipolar Disorde,,Bipolar Disorde,1,2.4849066497880004,3,3,22,7.33,2016,8
136781,Sodium hyaluronate,Osteoarthritis,Great.,10,20-Dec-11,13,Osteoarthritis,,Osteoarthritis,3,2.6390573296152584,1,1,6,6.0,2011,12
150019,Soma,Muscle Spasm,Very good medicine.,10,2-Sep-09,21,Muscle Spasm,,Muscle Spasm,3,3.091042453358316,3,3,19,6.33,2009,9
149946,Soma,Muscle Spasm,It works great.,9,23-Jun-12,38,Muscle Spasm,,Muscle Spasm,3,3.6635616461296463,3,3,15,5.0,2012,6
146457,Tamsulosin,Benign Prostatic Hyperplasia,Works well,7,16-Sep-17,3,Benign Prostatic Hyperplasia,,Benign Prostatic Hyperplasia,3,1.3862943611198906,2,2,10,5.0,2017,9
196549,Eszopiclone,Insomnia,It is good.,5,25-Sep-08,9,Insomnia,,Insomnia,2,2.302585092994046,3,3,11,3.67,2008,9
134409,Prednisone,"Conjunctivitis, Allergic",Very good,9,1-Aug-12,6,Conjunctivitis,Allergic,Allergic Conjunctivitis,3,1.9459101490553132,2,2,9,4.5,2012,8
188852,Prevacid,Stomach Ulce,Works great!,10,18-Jul-13,9,Stomach Ulce,,Stomach Ulce,3,2.302585092994046,2,2,12,6.0,2013,7
193214,Cyclobenzaprine,Muscle Spasm,Just started,3,1-Oct-16,5,Muscle Spasm,,Muscle Spasm,1,1.791759469228055,2,2,12,6.0,2016,10
78085,Zyprexa,Bipolar Disorde,This medicine saved my life.,10,9-Jun-16,35,Bipolar Disorde,,Bipolar Disorde,3,3.58351893845611,5,6,28,5.6,2016,6
208437,Oseltamivir,Influenza,Very expensive though.,7,16-Jan-13,8,Influenza,,Influenza,3,2.1972245773362196,3,3,22,7.33,2013,1
30282,Klonopin,Anxiety,Works well.,10,20-Feb-11,8,Anxiety,,Anxiety,3,2.1972245773362196,2,2,11,5.5,2011,2
142140,Escitalopram,Anxiety,Excellent,9,3-Jul-08,27,Anxiety,,Anxiety,3,3.332204510175204,1,1,9,9.0,2008,7
134410,Prednisone,Rheumatoid Arthritis,Good.,10,10-Jul-12,25,Rheumatoid Arthritis,,Rheumatoid Arthritis,3,3.258096538021482,1,1,5,5.0,2012,7
200246,Varenicline,Smoking Cessation,Excellent,10,16-Mar-15,8,Smoking Cessation,,Smoking Cessation,3,2.1972245773362196,1,1,9,9.0,2015,3
193541,Cyclobenzaprine,Migraine,Did not work well for me.,2,10-Feb-10,13,Migraine,,Migraine,1,2.6390573296152584,6,7,25,4.17,2010,2
193292,Cyclobenzaprine,Muscle Spasm,Works well,10,8-Nov-15,23,Muscle Spasm,,Muscle Spasm,3,3.1780538303479458,2,2,10,5.0,2015,11
30335,Klonopin,Seizure Prevention,Great!,10,29-Nov-09,15,Seizure Prevention,,Seizure Prevention,3,2.772588722239781,1,1,6,6.0,2009,11
27517,DDAVP,Diabetes Insipidus,Works great but you need to take it on time.,9,9-Jul-14,2,Diabetes Insipidus,,Diabetes Insipidus,3,1.0986122886681098,10,13,44,4.4,2014,7
177145,Lamisil AT,Tinea Cruris,Doesn't work for me.,1,9-May-09,11,Tinea Cruris,,Tinea Cruris,1,2.4849066497880004,4,5,20,5.0,2009,5
45460,Fluoxetine,Major Depressive Disorde,works,10,2-Nov-14,6,Major Depressive Disorde,,Major Depressive Disorde,3,1.9459101490553132,1,1,5,5.0,2014,11
13251,Amphetamine / dextroamphetamine,ADHD,works,9,29-Aug-17,1,ADHD,,ADHD,3,0.6931471805599453,1,1,5,5.0,2017,8
59393,Zyrtec,Allergic Rhinitis,Very effective.,10,8-Aug-10,5,Allergic Rhinitis,,Allergic Rhinitis,3,1.791759469228055,2,2,15,7.5,2010,8
38236,Albuterol,"COPD, Maintenance",It works.,8,2-Feb-11,27,COPD,Maintenance,Maintenance COPD,3,3.332204510175204,2,2,9,4.5,2011,2
115153,Diazepam,Status Epilepticus,Great!,10,6-Jul-12,2,Status Epilepticus,,Status Epilepticus,3,1.0986122886681098,1,1,6,6.0,2012,7
119443,Testosterone,"Hypogonadism, Male",Works great.,10,3-Jun-13,3,Hypogonadism,Male,Male Hypogonadism,3,1.3862943611198906,2,2,12,6.0,2013,6
181797,Reprexain,Pain,Great medicine. No side effects.,7,5-Oct-12,10,Pain,,Pain,3,2.3978952727983707,5,6,32,6.4,2012,10
189364,Oxycodone,Pain,Great,6,14-May-15,11,Pain,,Pain,2,2.4849066497880004,1,1,5,5.0,2015,5
30590,Chlorpheniramine,Allergic Reactions,It's good.,9,24-Dec-08,0,Allergic Reactions,,Allergic Reactions,3,0.0,2,2,10,5.0,2008,12
218415,Amoxicillin / clavulanate,Kidney Infections,Great,10,23-Sep-12,42,Kidney Infections,,Kidney Infections,3,3.7612001156935624,1,1,5,5.0,2012,9
80651,Tussionex Pennkinetic,Cough,It works.,10,12-Nov-09,1,Cough,,Cough,3,0.6931471805599453,2,2,9,4.5,2009,11
102171,Spiriva,"COPD, Maintenance",Works well.,10,1-May-14,35,COPD,Maintenance,Maintenance COPD,3,3.58351893845611,2,2,11,5.5,2014,5
211592,Psyllium,Constipation,It works great.,10,1-Jan-11,55,Constipation,,Constipation,3,4.02535169073515,3,3,15,5.0,2011,1
208687,Belsomra,Insomnia,Didn't work for me.,1,28-Oct-17,2,Insomnia,,Insomnia,1,1.0986122886681098,4,5,19,4.75,2017,10
194916,Levetiracetam,Neuralgia,I,9,23-Feb-14,2,Neuralgia,,Neuralgia,3,1.0986122886681098,1,1,1,1.0,2014,2
126890,Thorazine,Psychosis,Good,10,26-Feb-11,8,Psychosis,,Psychosis,3,2.1972245773362196,1,1,4,4.0,2011,2
135883,Percocet,Pain,Great!,10,14-Jul-08,8,Pain,,Pain,3,2.1972245773362196,1,1,6,6.0,2008,7
83625,Levocetirizine,Allergic Rhinitis,It works.,9,22-Nov-08,12,Allergic Rhinitis,,Allergic Rhinitis,3,2.5649493574615367,2,2,9,4.5,2008,11
181926,Inderal,Migraine Prevention,"I was prescribed Inderal to help with Primary Ortostatic Tremors. I did not get any relief with this medication for that condition. However. I discovered that whenever I stop taking Inderal, I end up with a migraine headache. I take 20 mg at bedtime. It makes me sleepy and gives me nightmares which continue to this day. However, the side effects are tolerable and well worth putting up with to prevent getting migraines. I highly recommend this medication for preventing migraines.",10,28-Apr-13,49,Migraine Prevention,,Migraine Prevention,3,3.912023005428146,81,105,483,5.96,2013,4
202820,Loperamide,Diarrhea,Very effective.,10,28-Jun-14,20,Diarrhea,,Diarrhea,3,3.044522437723423,2,2,15,7.5,2014,6
216371,Sildenafil,Erectile Dysfunction,Great,10,28-Jul-16,12,Erectile Dysfunction,,Erectile Dysfunction,3,2.5649493574615367,1,1,5,5.0,2016,7
14429,Buprenorphine / naloxone,Opiate Dependence,Awesome.,10,18-Jun-10,10,Opiate Dependence,,Opiate Dependence,3,2.3978952727983707,1,1,8,8.0,2010,6
57189,Ventolin,"COPD, Maintenance",It works.,8,2-Feb-11,27,COPD,Maintenance,Maintenance COPD,3,3.332204510175204,2,2,9,4.5,2011,2
215283,Lubiprostone,Irritable Bowel Syndrome,Good medicine.,10,10-Jan-09,9,Irritable Bowel Syndrome,,Irritable Bowel Syndrome,3,2.302585092994046,2,2,14,7.0,2009,1
92276,Lyrica,Pain,"The first time I used Lyrica I experienced an amazingly profound reaction; layers of depression and anxiety that had built up over several years melted away within minutes. That was years ago and I have since both weaned myself off the drug and restarted taking it again. One thing I rarely see mentioned is the terrifyingly bad withdrawal effect- missing more than one dose for me throws me into the absolute darkest pits of despair. Has anyone else experienced this? When I went off the drug the first time I felt like I had performed a miracle; so strong was the feeling that it took a long time for me to convince myself that things were bad enough to warrant going back on. It still helps, but nothing as miraculous as the first time.",9,29-Sep-09,30,Pain,,Pain,3,3.4339872044851463,134,174,739,5.51,2009,9
30290,Klonopin,Anxiety,Works great.,10,11-Jul-12,15,Anxiety,,Anxiety,3,2.772588722239781,2,2,12,6.0,2012,7
21411,Benzoyl peroxide / erythromycin,Acne,Love it!,10,21-Oct-13,4,Acne,,Acne,3,1.6094379124341003,2,2,8,4.0,2013,10
103409,Celecoxib,Osteoarthritis,I have had chronic pain and tried many medicines including narcotics to help. Celebrex has helped me so much. I am able to do so many things that I couldn't before. My doctor has me taking it with Tylenol w/Codeine #3 and Carisoprodol.,9,7-Apr-08,72,Osteoarthritis,,Osteoarthritis,3,4.290459441148391,43,55,235,5.47,2008,4
62615,Citalopram,Anxiety and Stress,Works for me.,9,7-Nov-09,50,Anxiety and Stress,,Anxiety and Stress,3,3.9318256327243257,3,3,13,4.33,2009,11
208733,Indocin,zen Shoulde,It works.,10,7-Dec-11,12,zen Shoulde,,zen Shoulde,3,2.5649493574615367,2,2,9,4.5,2011,12
162211,Brovana,"COPD, Maintenance",Very good,9,8-Apr-08,32,COPD,Maintenance,Maintenance COPD,3,3.4965075614664802,2,2,9,4.5,2008,4
89145,Celexa,Depression,Saved my life.,8,5-Jun-17,13,Depression,,Depression,3,2.6390573296152584,3,3,14,4.67,2017,6
157302,Kenalog-40,Lichen Planus,Horrible side effects.,6,15-Apr-14,6,Lichen Planus,,Lichen Planus,2,1.9459101490553132,3,3,22,7.33,2014,4
170569,Quetiapine,Major Depressive Disorde,Works great for me,9,3-Mar-15,5,Major Depressive Disorde,,Major Depressive Disorde,3,1.791759469228055,4,5,18,4.5,2015,3
161090,Risperidone,Asperger Syndrome,Works well.,8,17-Jan-13,8,Asperger Syndrome,,Asperger Syndrome,3,2.1972245773362196,2,2,11,5.5,2013,1
110981,Diclegis,Nausea/Vomiting of Pregnancy,Excellent,9,20-Mar-16,1,Nausea/Vomiting of Pregnancy,,Nausea/Vomiting of Pregnancy,3,0.6931471805599453,1,1,9,9.0,2016,3
193236,Cyclobenzaprine,ibromyalgia,Very good,10,9-May-16,9,ibromyalgia,,ibromyalgia,3,2.302585092994046,2,2,9,4.5,2016,5
57012,Dramamine II,Vertig,Works for me.,10,31-Dec-08,48,Vertig,,Vertig,3,3.8918202981106265,3,3,13,4.33,2008,12
30102,Klonopin,Anxiety,Good medicine.,9,26-Apr-14,42,Anxiety,,Anxiety,3,3.7612001156935624,2,2,14,7.0,2014,4
88394,Adderall,ADHD,Works great!,9,10-Oct-11,3,ADHD,,ADHD,3,1.3862943611198906,2,2,12,6.0,2011,10
204698,Acetaminophen / propoxyphene,Pain,It works great.,9,12-Jan-09,5,Pain,,Pain,3,1.791759469228055,3,3,15,5.0,2009,1
6511,Wellbutrin XL,Depression,Constipation,8,25-May-17,10,Depression,,Depression,3,2.3978952727983707,1,1,12,12.0,2017,5
59377,Insulin aspart / insulin aspart protamine,"Diabetes, Type 1",Very helpful,10,25-May-09,0,Diabetes,Type 1,Type 1 Diabetes,3,0.0,2,2,12,6.0,2009,5
147254,Alprazolam,Anxiety,Good.,10,6-Dec-12,23,Anxiety,,Anxiety,3,3.1780538303479458,1,1,5,5.0,2012,12
150835,Sulfamethoxazole / trimethoprim,Bronchitis,Great!,8,18-Oct-13,3,Bronchitis,,Bronchitis,3,1.3862943611198906,1,1,6,6.0,2013,10
173283,Clonazepam,Seizure Prevention,Great!,10,29-Nov-09,15,Seizure Prevention,,Seizure Prevention,3,2.772588722239781,1,1,6,6.0,2009,11
153810,Amoxicillin,Helicobacter Pylori Infection,good,10,31-Oct-15,1,Helicobacter Pylori Infection,,Helicobacter Pylori Infection,3,0.6931471805599453,1,1,4,4.0,2015,10
206325,Mesalamine,"Ulcerative Colitis, Active",Works well for me.,8,11-Mar-14,8,Ulcerative Colitis,Active,Active Ulcerative Colitis,3,2.1972245773362196,4,5,18,4.5,2014,3
61096,Metformin / pioglitazone,min / pioglitazone),Very effective.,9,26-May-09,12,min / pioglitazone),,min / pioglitazone),3,2.5649493574615367,2,2,15,7.5,2009,5
172068,Amitiza,Irritable Bowel Syndrome,Good medicine.,10,10-Jan-09,9,Irritable Bowel Syndrome,,Irritable Bowel Syndrome,3,2.302585092994046,2,2,14,7.0,2009,1
176865,Triazolam,Insomnia,Works great!,10,30-Sep-11,36,Insomnia,,Insomnia,3,3.6109179126442243,2,2,12,6.0,2011,9
203765,Mefenamic acid,Period Pain,Great medicine.,10,6-Aug-09,4,Period Pain,,Period Pain,3,1.6094379124341003,2,2,15,7.5,2009,8
62120,Citalopram,Depression,great,7,7-Aug-14,5,Depression,,Depression,3,1.791759469228055,1,1,5,5.0,2014,8
182076,Cimetidine,GERD,Works well,10,21-Aug-15,1,GERD,,GERD,3,0.6931471805599453,2,2,10,5.0,2015,8
229042,Tadalafil,Erectile Dysfunction,Wonderful,10,2-Feb-14,15,Erectile Dysfunction,,Erectile Dysfunction,3,2.772588722239781,1,1,9,9.0,2014,2
204117,Dilantin,Epilepsy,"I have had grand mal seizures since I was 9 years old and was involved in a car accident. I have taken Dilantin for over 50 years, with good results. It has controlled my seizures pretty well until recently. I was diagnosed with COPD 2 years ago, and in that time, I have been having seizures every 3-6 months. My doctor switched me to Keppra 6 months ago, and in that time, I have had at least 1 seizure a month. I think it's time to switch back to what works.",9,29-Aug-11,19,Epilepsy,,Epilepsy,3,2.995732273553991,91,118,461,5.07,2011,8
171036,Quetiapine,Insomnia,I like it.,9,1-Oct-09,12,Insomnia,,Insomnia,3,2.5649493574615367,3,3,10,3.33,2009,10
55962,Effexor,Bipolar Disorde,This medicine saved my life.,9,7-May-09,27,Bipolar Disorde,,Bipolar Disorde,3,3.332204510175204,5,6,28,5.6,2009,5
139885,Euflexxa,Osteoarthritis,Excellent,10,11-Aug-14,55,Osteoarthritis,,Osteoarthritis,3,4.02535169073515,1,1,9,9.0,2014,8
228671,Alprostadil,Erectile Dysfunction,works great,10,17-Nov-17,0,Erectile Dysfunction,,Erectile Dysfunction,3,0.0,2,2,11,5.5,2017,11
105010,Ethinyl estradiol / levonorgestrel,Birth Control,Awesome.,10,13-Nov-08,5,Birth Control,,Birth Control,3,1.791759469228055,1,1,8,8.0,2008,11
135868,Percocet,Pain,Very good.,9,16-Dec-08,7,Pain,,Pain,3,2.0794415416798357,2,2,10,5.0,2008,12
179045,Insulin regular,"Diabetes, Type 1",Great medicine. No side effects.,9,31-Oct-11,2,Diabetes,Type 1,Type 1 Diabetes,3,1.0986122886681098,5,6,32,6.4,2011,10
191224,Pentasa,"Crohn's Disease, Maintenance",works great,10,28-Jun-15,14,Crohn's Disease,Maintenance,Maintenance Crohn's Disease,3,2.70805020110221,2,2,11,5.5,2015,6
172840,Clonazepam,Anxiety,Good medicine.,9,26-Apr-14,42,Anxiety,,Anxiety,3,3.7612001156935624,2,2,14,7.0,2014,4
11410,Glimepiride,"Diabetes, Type 2",Good,10,26-Nov-13,22,Diabetes,Type 2,Type 2 Diabetes,3,3.1354942159291497,1,1,4,4.0,2013,11
32935,Seasonique,Birth Control,Works great but you need to take it on time.,10,22-Dec-15,11,Birth Control,,Birth Control,3,2.4849066497880004,10,13,44,4.4,2015,12
78153,Zyprexa,Bipolar Disorde,Works,10,15-Aug-12,23,Bipolar Disorde,,Bipolar Disorde,3,3.1780538303479458,1,1,5,5.0,2012,8
